,object_ID,Centroid_X,Centroid_Y,TimePoint,Track_ID
0,1,568.8420878757846,43.52329038652131,0,0
1,2,193.5394445809781,105.11599901695749,0,0
2,3,827.7039256817501,182.583757866347,0,0
3,4,79.10317731465665,203.84677143833275,0,0
4,5,398.5842572062084,306.0041574279379,0,0
5,6,498.88346575860766,331.48240635641315,0,0
6,7,150.2140992167102,416.6631853785901,0,0
7,8,240.1040997543926,465.49045909692046,0,0
8,9,433.7894236858771,450.6044965167828,0,0
9,10,676.1945196211096,498.74458728010825,0,0
10,11,322.7594149908592,529.7363802559415,0,0
11,12,514.2972199509403,538.2432542927228,0,0
12,13,432.8679678530425,541.85610409491,0,0
13,14,638.8971041281577,582.107516943931,0,0
14,15,343.5085007727975,593.5792117465224,0,0
15,16,434.6098484848485,650.9810606060606,0,0
16,17,635.0164885496183,683.5441221374045,0,0
17,18,720.8,913.642962962963,0,0
18,19,568.0415430267062,43.387734915924824,1,0
19,20,196.3651783487154,103.92292342229983,1,0
20,21,829.7192103712433,181.6591043017089,1,0
21,22,79.13820167206961,203.69527384405393,1,0
22,23,398.42534818941505,305.27966573816155,1,0
23,24,498.837360951285,332.12504794783274,1,0
24,25,150.3961699581089,415.8982645122681,1,0
25,26,433.1873822975518,448.84431889516634,1,0
26,27,240.54779969650986,466.25151745068285,1,0
27,28,676.6455653351388,499.3077183480027,1,0
28,29,323.30395136778117,530.1200607902736,1,0
29,30,434.7416378316032,539.9761630142253,1,0
30,31,514.7155774763667,538.57336621455,1,0
31,32,639.7750309023486,581.8482694684797,1,0
32,33,343.92125049465767,590.8931539374753,1,0
33,34,433.2282423208191,650.6023890784983,1,0
34,35,634.9033260801989,684.3652471246503,1,0
35,36,721.585231447465,911.9493019838354,1,0
36,37,721.7694524495678,935.3170028818444,1,0
37,38,568.2645397141907,43.78398138916584,2,0
38,39,200.24885262621112,101.72437531871495,2,0
39,40,832.7111565420561,183.21758177570092,2,0
40,41,79.43306548127885,202.56402803898104,2,0
41,42,400.3750352211891,304.24880247957174,2,0
42,43,500.21483180428135,329.82874617737,2,0
43,44,149.322257806245,415.35648518815054,2,0
44,45,432.25830508474576,448.7237288135593,2,0
45,46,241.65409523809524,464.3735238095238,2,0
46,47,677.7832561217737,499.7336201191264,2,0
47,48,324.4499812663919,531.047583364556,2,0
48,49,437.3759689922481,537.8821705426357,2,0
49,50,517.9141030763084,537.1530163803436,2,0
50,51,641.5446067764998,581.6742306496736,2,0
51,52,342.0082608695652,592.325652173913,2,0
52,53,362.0153256704981,588.5938697318007,2,0
53,54,435.0746144226761,648.5360566902876,2,0
54,55,633.4490121096239,684.3935627788401,2,0
55,56,720.9841845140033,914.185172981878,2,0
56,57,569.6052373158756,45.10474631751227,3,0
57,58,201.94807159062265,100.93370305016386,3,0
58,59,831.0623017017595,184.95558119411595,3,0
59,60,79.94040300546447,201.41444672131146,3,0
60,61,400.3599663582843,304.2811886739557,3,0
61,62,500.0903890160183,328.5202135774218,3,0
62,63,148.3096761295482,415.26369452219114,3,0
63,64,240.7631628967877,463.5548374833682,3,0
64,65,433.52396373056996,450.46567357512953,3,0
65,66,679.8179684880993,498.2222594703319,3,0
66,67,325.19605612438374,531.0329920364051,3,0
67,68,439.80529595015577,537.227414330218,3,0
68,69,520.389394538979,536.0815195884448,3,0
69,70,642.2647878600186,582.2781046763704,3,0
70,71,343.3656658968437,590.5315627405697,3,0
71,72,437.6212308963238,649.7290375877736,3,0
72,73,635.6282212445003,684.0584538026399,3,0
73,74,721.2085152838428,910.3573508005823,3,0
